epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,213.0447540283203,
0,99,,183.52403259277344,
0,149,,155.1418914794922,
0,199,,164.6136932373047,
0,249,,149.37155151367188,
0,299,,148.13401794433594,
0,349,,133.09352111816406,
0,399,,130.49423217773438,
0,449,,120.68368530273438,
0,499,,116.12086486816406,
0,549,,117.34520721435547,
0,599,,122.19097900390625,
0,649,,109.9124526977539,
0,699,,117.2823715209961,
0,749,,109.266845703125,
0,799,,108.58908081054688,
0,849,,106.09758758544922,
0,899,,108.88525390625,
0,937,,,109.161865234375
0,937,140.21527099609375,,
1,949,,109.83869934082031,
1,999,,116.05253601074219,
1,1049,,103.61038208007812,
1,1099,,103.1209487915039,
1,1149,,105.10751342773438,
1,1199,,104.99581909179688,
1,1249,,106.19097900390625,
1,1299,,109.76461791992188,
1,1349,,110.24790954589844,
1,1399,,102.29354858398438,
1,1449,,110.53355407714844,
1,1499,,102.73918151855469,
1,1549,,107.96569061279297,
1,1599,,101.37330627441406,
1,1649,,105.32755279541016,
1,1699,,110.23893737792969,
1,1749,,106.47314453125,
1,1799,,105.0635986328125,
1,1849,,98.1466293334961,
1,1875,,,102.40328979492188
1,1875,105.7033920288086,,
2,1899,,109.86996459960938,
2,1949,,100.81103515625,
2,1999,,102.97842407226562,
2,2049,,98.83497619628906,
2,2099,,103.68811798095703,
2,2149,,107.79634094238281,
2,2199,,104.24480438232422,
2,2249,,101.11557006835938,
2,2299,,103.9474105834961,
2,2349,,105.94506072998047,
2,2399,,99.40151977539062,
2,2449,,97.13002014160156,
2,2499,,101.08983612060547,
2,2549,,100.62254333496094,
2,2599,,101.44783782958984,
2,2649,,101.28948211669922,
2,2699,,97.15267181396484,
2,2749,,100.1439208984375,
2,2799,,97.71414947509766,
2,2813,,,100.24607849121094
2,2813,102.02245330810547,,
3,2849,,95.49991607666016,
3,2899,,104.19722747802734,
3,2949,,98.07107543945312,
3,2999,,101.6002426147461,
3,3049,,102.11390686035156,
3,3099,,101.42862701416016,
3,3149,,100.168701171875,
3,3199,,99.62054443359375,
3,3249,,104.189453125,
3,3299,,94.92445373535156,
3,3349,,93.29816436767578,
3,3399,,96.89944458007812,
3,3449,,103.89950561523438,
3,3499,,102.26266479492188,
3,3549,,104.52120208740234,
3,3599,,103.67832946777344,
3,3649,,98.75504302978516,
3,3699,,102.18873596191406,
3,3749,,99.00330352783203,
3,3751,,,98.63192749023438
3,3751,100.10091400146484,,
4,3799,,99.9803466796875,
4,3849,,97.70744323730469,
4,3899,,105.1094741821289,
4,3949,,96.70856475830078,
4,3999,,100.45523071289062,
4,4049,,100.07304382324219,
4,4099,,102.25347137451172,
4,4149,,103.71157836914062,
4,4199,,102.55139923095703,
4,4249,,96.97947692871094,
4,4299,,99.32354736328125,
4,4349,,94.53889465332031,
4,4399,,99.84718322753906,
4,4449,,97.19206237792969,
4,4499,,100.88939666748047,
4,4549,,97.06565856933594,
4,4599,,98.6067123413086,
4,4649,,98.49591064453125,
4,4689,,,97.89350891113281
4,4689,98.8618392944336,,
5,4699,,95.52072143554688,
5,4749,,98.69384765625,
5,4799,,100.44676208496094,
5,4849,,96.23029327392578,
5,4899,,95.86078643798828,
5,4949,,96.3133544921875,
5,4999,,94.96695709228516,
5,5049,,97.56709289550781,
5,5099,,98.32006072998047,
5,5149,,104.27631378173828,
5,5199,,99.56765747070312,
5,5249,,95.87020874023438,
5,5299,,96.36688995361328,
5,5349,,94.73489379882812,
5,5399,,96.44114685058594,
5,5449,,97.35297393798828,
5,5499,,96.9021987915039,
5,5549,,99.43692016601562,
5,5599,,104.06919860839844,
5,5627,,,97.08860778808594
5,5627,97.9568862915039,,
6,5649,,98.37149047851562,
6,5699,,99.64047241210938,
6,5749,,96.01731872558594,
6,5799,,95.12208557128906,
6,5849,,93.22721862792969,
6,5899,,93.93095397949219,
6,5949,,103.80632781982422,
6,5999,,98.64518737792969,
6,6049,,98.82379150390625,
6,6099,,98.09310913085938,
6,6149,,98.43775939941406,
6,6199,,95.46959686279297,
6,6249,,94.90856170654297,
6,6299,,99.34779357910156,
6,6349,,96.70721435546875,
6,6399,,97.46037292480469,
6,6449,,95.50933074951172,
6,6499,,96.91770935058594,
6,6549,,98.21592712402344,
6,6565,,,96.5351333618164
6,6565,97.21929168701172,,
7,6599,,96.56005096435547,
7,6649,,103.2762451171875,
7,6699,,100.35934448242188,
