epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,201.57986450195312,
0,99,,176.2078094482422,
0,149,,172.18154907226562,
0,199,,157.0045623779297,
0,249,,147.17233276367188,
0,299,,131.7821044921875,
0,349,,127.35245513916016,
0,399,,127.6799087524414,
0,449,,120.63973999023438,
0,499,,122.85115051269531,
0,549,,119.68086242675781,
0,599,,113.39553833007812,
0,649,,115.04136657714844,
0,699,,109.18457794189453,
0,749,,108.35950469970703,
0,799,,107.3111572265625,
0,849,,104.64917755126953,
0,899,,113.99040222167969,
0,937,,,107.51313781738281
0,937,138.7427215576172,,
1,949,,109.42109680175781,
1,999,,103.77616882324219,
1,1049,,110.01074981689453,
1,1099,,106.82723999023438,
1,1149,,110.36213684082031,
1,1199,,102.662353515625,
1,1249,,102.29344177246094,
1,1299,,106.51013946533203,
1,1349,,106.3158187866211,
1,1399,,102.35660552978516,
1,1449,,104.7690658569336,
1,1499,,105.01234436035156,
1,1549,,105.39900207519531,
1,1599,,102.18746185302734,
1,1649,,102.34220886230469,
1,1699,,108.26376342773438,
1,1749,,106.56537628173828,
1,1799,,102.771240234375,
1,1849,,104.00411987304688,
1,1875,,,102.37308502197266
1,1875,105.20455932617188,,
2,1899,,108.52886962890625,
2,1949,,95.92362976074219,
2,1999,,101.33231353759766,
2,2049,,103.1048355102539,
2,2099,,102.98633575439453,
2,2149,,103.64791870117188,
2,2199,,106.0736312866211,
2,2249,,104.46365356445312,
2,2299,,104.52500915527344,
2,2349,,102.12965393066406,
2,2399,,103.35707092285156,
2,2449,,99.72491455078125,
2,2499,,100.21731567382812,
2,2549,,104.9649429321289,
2,2599,,102.30668640136719,
2,2649,,106.30291748046875,
2,2699,,102.49748992919922,
2,2749,,93.86012268066406,
2,2799,,103.44853210449219,
2,2813,,,100.1257553100586
2,2813,101.92132568359375,,
3,2849,,101.23287963867188,
3,2899,,101.29153442382812,
3,2949,,99.6047592163086,
3,2999,,104.37342071533203,
3,3049,,100.1348876953125,
3,3099,,99.68312072753906,
3,3149,,100.83729553222656,
3,3199,,101.81654357910156,
3,3249,,104.10794830322266,
3,3299,,103.4260482788086,
3,3349,,102.85221862792969,
3,3399,,96.24308776855469,
3,3449,,97.61455535888672,
3,3499,,102.7884292602539,
3,3549,,103.99494934082031,
3,3599,,99.77560424804688,
3,3649,,101.59078979492188,
3,3699,,103.71793365478516,
3,3749,,96.89852905273438,
3,3751,,,98.72075653076172
3,3751,100.1896743774414,,
4,3799,,96.55451965332031,
4,3849,,101.05868530273438,
4,3899,,97.7342300415039,
4,3949,,100.64743041992188,
4,3999,,97.11236572265625,
4,4049,,101.97172546386719,
4,4099,,101.65277099609375,
4,4149,,101.08432006835938,
4,4199,,98.87147521972656,
4,4249,,99.38264465332031,
4,4299,,94.262451171875,
4,4349,,94.31285095214844,
4,4399,,99.4101333618164,
4,4449,,97.87716674804688,
4,4499,,100.32145690917969,
4,4549,,94.48302459716797,
4,4599,,98.20051574707031,
4,4649,,94.33976745605469,
4,4689,,,97.9835433959961
4,4689,99.04129791259766,,
5,4699,,97.97590637207031,
5,4749,,97.41543579101562,
5,4799,,97.93601989746094,
5,4849,,99.56619262695312,
5,4899,,100.41105651855469,
5,4949,,98.95199584960938,
5,4999,,103.04131317138672,
5,5049,,90.57064819335938,
5,5099,,98.93218231201172,
5,5149,,102.04450988769531,
5,5199,,97.8459701538086,
5,5249,,96.22706604003906,
5,5299,,100.27822875976562,
5,5349,,100.41117095947266,
5,5399,,99.91886901855469,
5,5449,,100.74886322021484,
5,5499,,98.808349609375,
5,5549,,96.97183990478516,
5,5599,,99.3358383178711,
5,5627,,,97.15279388427734
5,5627,98.09387969970703,,
6,5649,,98.97711181640625,
6,5699,,101.13729858398438,
6,5749,,97.74246215820312,
6,5799,,99.24866485595703,
6,5849,,97.819091796875,
6,5899,,96.80348205566406,
6,5949,,91.8741683959961,
6,5999,,97.59423828125,
6,6049,,97.04261779785156,
6,6099,,98.80004119873047,
6,6149,,93.86058044433594,
6,6199,,101.4601821899414,
6,6249,,91.83969116210938,
6,6299,,92.31120300292969,
6,6349,,89.8258285522461,
6,6399,,94.8820571899414,
6,6449,,97.39861297607422,
6,6499,,99.69161987304688,
6,6549,,98.46636962890625,
6,6565,,,96.54346466064453
6,6565,97.45502471923828,,
7,6599,,97.65493774414062,
7,6649,,99.37632751464844,
7,6699,,94.39178466796875,
7,6749,,90.61043548583984,
7,6799,,98.54561614990234,
7,6849,,101.20112609863281,
7,6899,,94.82974243164062,
7,6949,,93.32638549804688,
7,6999,,97.91970825195312,
7,7049,,96.29228210449219,
7,7099,,98.78515625,
7,7149,,98.9425048828125,
7,7199,,101.61514282226562,
7,7249,,96.66429138183594,
7,7299,,100.53296661376953,
7,7349,,96.95857238769531,
7,7399,,98.80366516113281,
7,7449,,102.20111846923828,
7,7499,,94.40278625488281,
7,7503,,,96.00741577148438
7,7503,96.86927795410156,,
8,7549,,99.70181274414062,
8,7599,,97.55718994140625,
8,7649,,89.12186431884766,
8,7699,,100.2810287475586,
8,7749,,99.46165466308594,
8,7799,,97.74983215332031,
8,7849,,97.42694091796875,
8,7899,,99.27606201171875,
8,7949,,97.4177474975586,
8,7999,,94.32469177246094,
8,8049,,100.36467742919922,
8,8099,,96.37571716308594,
8,8149,,96.58981323242188,
8,8199,,95.10176086425781,
8,8249,,93.42767333984375,
8,8299,,95.17698669433594,
8,8349,,97.91519927978516,
8,8399,,100.0120620727539,
8,8441,,,95.81344604492188
8,8441,96.37264251708984,,
9,8449,,97.46881103515625,
9,8499,,95.52413940429688,
9,8549,,96.06591796875,
9,8599,,100.68412017822266,
9,8649,,92.61858367919922,
9,8699,,95.23212432861328,
9,8749,,96.81608581542969,
9,8799,,94.47772216796875,
9,8849,,94.0149154663086,
9,8899,,96.04193878173828,
9,8949,,96.78787994384766,
9,8999,,96.87850189208984,
9,9049,,93.6944580078125,
9,9099,,100.1786117553711,
9,9149,,93.09091186523438,
9,9199,,96.27427673339844,
9,9249,,98.28224182128906,
9,9299,,94.8772964477539,
9,9349,,96.41934204101562,
9,9379,,,95.13323211669922
9,9379,95.9212646484375,,
10,9399,,94.49288940429688,
10,9449,,96.33154296875,
10,9499,,99.56737518310547,
10,9549,,93.97087860107422,
10,9599,,95.21851348876953,
10,9649,,97.94803619384766,
10,9699,,97.54061889648438,
10,9749,,94.0844497680664,
10,9799,,92.82028198242188,
10,9849,,95.8116455078125,
10,9899,,96.28593444824219,
10,9949,,91.22563934326172,
10,9999,,98.96527862548828,
10,10049,,91.41688537597656,
10,10099,,96.27546691894531,
10,10149,,96.08940124511719,
10,10199,,97.08748626708984,
10,10249,,98.8361587524414,
10,10299,,89.97728729248047,
10,10317,,,94.8941650390625
10,10317,95.54454040527344,,
11,10349,,91.91573333740234,
11,10399,,97.30397033691406,
11,10449,,97.4722671508789,
11,10499,,92.88358306884766,
11,10549,,91.62097930908203,
11,10599,,95.73746490478516,
11,10649,,89.34588623046875,
11,10699,,91.87075805664062,
11,10749,,93.9102554321289,
11,10799,,100.33486938476562,
11,10849,,92.15103149414062,
11,10899,,91.58674621582031,
11,10949,,96.26433563232422,
